ID,Title,Alias,Introtext,Publish Up,Publish Down,Created,hits,Image,Meta Description,Meta Keywords,catid,product_code,ampere,voltage,cells,guaranty,Replacement For :
787,باتری لپ تاپ لنوو مدل  Battery Orginal Lenovo Ideapad (IP) 330,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-ideapad-ip-330,"<p><strong>باتری لپ تاپ لنوو مدل  Ideapad 330</strong> برای لپ تاپ های سری:</p>
<ul>
<li>LENOVO ideapad 330 </li>
<li>LENOVO IP 330</li>
<li>LENOVO ideapad 500 </li>
</ul>
<p>پارت نامبرهای مشابه :    L17L2PF1 , L16L2PB2 , L16C2PB2 , L16M2PB1</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Ideapad 330  شامل <strong>4 ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Ideapad 330 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",2/17/2021 20:30,0000-00-00 00:00:00,0778-05-13 20:34:16,1442,IMAGEPATHKH/90c57ca8306bf148ef75c82407e738af.jpg,,,76,50,30WH,7.56V,2,چهار ماهه نارین,1340000
791,باتری لپ تاپ لنوو مدل G500s سفید Battery Orginal Lenovo G500s white,باتری-لپ-تاپ-لنوو-مدل-g500s-سفید-battery-orginal-lenovo-g500s-white,"<p><strong>باتری لپ تاپ لنوو مدل  G500s white</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo G50-30</li>
<li>Lenovo G50-45</li>
<li>Lenovo  G50-70</li>
<li>Lenovo  G50-75</li>
<li>Lenovo G50-80</li>
<li>lenovo Z40-70 </li>
<li>lenovo Z40-75 </li>
<li>lenovo Z50-70 </li>
<li>lenovo Z70-70 </li>
<li>lenovo Z70-80 </li>
<li>Lenovo G40-30</li>
<li>Lenovo G40-45</li>
<li>Lenovo G40-70</li>
<li> lenovo S510</li>
<li> lenovo S410</li>
</ul>
<p> انواع پارت نامبر های مشابه : L12M4A02 , L12L4E01 , L12L4A02 , 4INR19/66 , L12M4E01 , L12S4E01 , L12L4A02</p>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل G500s whiteشامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل G500s white می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-05-13 20:34:16,0000-00-00 00:00:00,1399-09-21 20:34:16,2073,IMAGEPATHKH/e1a325047b148c9441be2b14c42dc196.jpg,,,76,51,41WH,14.4V,4,چهار ماهه نارین,1150000
792,باتری لپ تاپ لنوو مدل  Battery Orginal Lenovo V330,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-v330,"<p><strong>باتری لپ تاپ لنوو مدل V330</strong> <strong> </strong>برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo V330</li>
<li>Lenovo IdeaPad V130</li>
</ul>
<p>پارت نامبرهای مشابه  : L17M2PB2 , L17C2PB2 , L17L2PB2</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  V330 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  V330  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",10/25/2020 20:30,0000-00-00 00:00:00,0778-04-17 20:34:16,1065,IMAGEPATHKH/0f9f2c4ac314569afbfb8ab4ee9198bf.jpg,,,76,52,39Wh/5085mAh,7.68V,2,چهار ماهه نارین,1340000
793,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo V330,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-v330,"<p><strong>باتری لپ تاپ لنوو مدل  V330 </strong> برای لپ تاپ های سری:</p>
<ul>
<li><span style=""color: #333333;""> lenovo <a style=""color: #333333;"" href=""http://www.cheap-laptop-batteries.net/lenovo/v330-15ikb-battery.htm"">v330-15ikb</a></span></li>
<li><span style=""color: #333333;""> lenovo <a style=""color: #333333;"" href=""http://www.cheap-laptop-batteries.net/lenovo/v330-15isk-battery.htm"">v330-15isk</a></span></li>
<li><span style=""color: #333333;""> lenovo <a style=""color: #333333;"" href=""http://www.cheap-laptop-batteries.net/lenovo/v330-15isk-battery.htm"">v530-15</a><a style=""color: #333333;"" href=""http://www.cheap-laptop-batteries.net/lenovo/v330-15ikb-battery.htm"">ikb</a></span></li>
</ul>
<p>پارت نامبر : <strong>L17C2PB4 , L17C2PB3 , L17L2PB3 , L17L2PB4 , L17M2PB3 , L17M2PB4</strong></p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p>باتری اورجینال لپ تاپ لنوو مدل  V330  شامل 4<strong> </strong>ماه گارانتی می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  V330  می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-04-17 20:34:16,0000-00-00 00:00:00,1399-07-19 20:34:16,820,IMAGEPATHKH/d1b649d7a1dd257acec4d62941b366d2.jpg,,,76,53,39WH,7.72V,2,چهار ماهه نارین,1490000
794,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo Ideapad (IP) 330,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-ideapad-ip-330,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ لنوو مدل  Ideapad 330 </strong> برای لپ تاپ های سری:</p>
<ul>
<li>lenovo ideapad 330</li>
</ul>
<p>پارت نامبرهای مشابه : L17M3PB0 , L17M3PB1 , L17L3PB0 , L17C3PB0</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Ideapad 330  شامل <strong>4 ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Ideapad 330 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>
</div>",1399-10-03 20:34:16,0000-00-00 00:00:00,1399-10-03 20:34:16,1933,IMAGEPATHKH/59107b985636086705aabc0c717a42ae.jpg,,,76,54,45WH,11.4V,2,چهار ماهه نارین,1450000
807,باتری اورجینال لپ تاپ لنوو مدل Battery Orginal Lenovo E580,باتری-اورجینال-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-e580,"<p><strong>باتری لپ تاپ لنوو مدل E580</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo ThinkPad E580</li>
<li>Lenovo ThinkPad Edge E480</li>
<li>Lenovo ThinkPad E585</li>
<li>Lenovo ThinkPad R480</li>
<li>Lenovo ThinkPad R580</li>
</ul>
<p>پارت نامبر : L17M3P51 ,  L17C3P51 , L17L3P51 </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  E580 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  E580 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-05-24 20:34:16,0000-00-00 00:00:00,0778-02-01 20:34:16,739,IMAGEPATHKH/513d7a0ab11e38f7bd117d760146fed3.jpg,,,76,55,45wh,11.1v,,چهار ماهه نارین,1420000
834,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo T431s,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-t431s,"<p><strong>باتری لپ تاپ لنوو مدل T431s</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo ThinkPad t431s </li>
</ul>
<p> پارت نامبر : 45N1120 ,45N1121 , 45N1122, 45N1123</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  T431s شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  T431s می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-02-05 20:34:16,0000-00-00 00:00:00,10/26/2020 11:46,1058,IMAGEPATHKH/4f411c7dd400d8cc3ebd00031ff0e07d.jpg,,,76,56,4250mAh/48Wh,11.1V,,چهار ماهه نارین,1300000
866,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo YOGA 700,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-yoga-700,"<p><strong>باتری لپ تاپ لنوو مدل  Lenovo YOGA 700  </strong>برای لپ تاپ های سری:</p>
<ul>
<li><strong> Lenovo YOGA 700 </strong></li>
<li><strong> Lenovo YOGA 3 </strong></li>
</ul>
<p>پارت نامبرهای مشابه :    L14S4P72 , L14M4P72</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Lenovo YOGA 700 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Lenovo YOGA 700 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-07-19 20:34:16,0000-00-00 00:00:00,1399-07-19 20:34:16,538,IMAGEPATHKH/f5a85333d553b860310d6f60f5af8288.jpg,,,76,58,6280mAh,7.4V,,چهار ماهه نارین,1960000
867,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo Y700,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-y700,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ لنوو مدل  Lenovo Y700  </strong>برای لپ تاپ های سری:</p>
<ul>
<li><strong> LENOVO Ideapad <span class=""highlight"">Y700</span></strong></li>
</ul>
<p>پارت نامبرهای مشابه :  L14S4P22 , L14L4P23  , L14M4P23 , L16S3P24</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Lenovo Y700 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Lenovo Y700 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>
</div>",1399-09-21 20:34:16,0000-00-00 00:00:00,4/13/2021 12:26,1236,IMAGEPATHKH/cc7d5309aa94aa0d0b6c12a9b8c6f0e5.jpg,,,76,59,60Wh,14.8V,,چهار ماهه نارین,1340000
869,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo X1C carbon,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-x1c-carbon,"<p><strong>باتری لپ تاپ لنوو مدل Lenovo X1C carbon  </strong>برای لپ تاپ های سری:</p>
<ul>
<li><strong>Lenovo ThinkPad X1 Carbon</strong></li>
<li><strong>Lenovo ThinkPad X1C carbon</strong></li>
<li></li>
</ul>
<p>پارت نامبرهای مشابه :    45N1071  , 45N1070</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل Lenovo X1C carbon شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل Lenovo X1C carbon می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-03-29 20:34:16,0000-00-00 00:00:00,10/26/2020 11:39,770,IMAGEPATHKH/639af23831732d3cec36ca36df86cefd.jpg,,,76,60,3110mAh/46Wh,14.8V,,چهار ماهه نارین,1400000
877,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo YOGA 500,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-yoga-500,"<p><strong>باتری لپ تاپ لنوو مدل  Lenovo YOGA 500  </strong>برای لپ تاپ های سری:</p>
<ul>
<li><strong> Lenovo YOGA 500 </strong></li>
<li><strong> Lenovo  ldeapad 300S</strong></li>
<li><strong>Lenovo ldeapad S41</strong></li>
<li><strong>Lenovo  Ideapad U41</strong></li>
<li><strong>Lenovo Ideapad 310S</strong></li>
</ul>
<p>پارت نامبرهای مشابه :    L14M2P21 , L14L2P21</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Lenovo YOGA 500 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Lenovo YOGA 500 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-08-04 20:34:16,0000-00-00 00:00:00,0778-04-28 20:34:16,684,IMAGEPATHKH/1da7a0ac7a34d319d36fde2ba2a083ea.jpg,,,76,201,7.4V,4050mAh/30Wh,,چهار ماهه نارین,1390000
878,باتری لپ تاپ لنوو مدل Battery Orginal Lenovo Ideapad700,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-ideapad700,"<p><strong>باتری لپ تاپ لنوو مدل  Lenovo Ideapad700</strong> برای لپ تاپ های سری:</p>
<ul>
<li><strong>Lenovo Ideapad700</strong></li>
<li><strong>Lenovo R720</strong></li>
<li><strong>Lenovo Y520</strong></li>
</ul>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Ideapad 700 شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Ideapad 700 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1400-01-23 20:34:16,0000-00-00 00:00:00,1400-01-23 20:34:16,1179,IMAGEPATHKH/e914558b2d1ba8901152392da365c367.jpg,,,76,202,4050mAh/45Wh,11.1V,,چهار ماهه نارین,1820000
890,باتری لپ تاپ لنوو مدل Battery Original Lenovo Yoga 510,باتری-لپ-تاپ-لنوو-مدل-battery-orginal-lenovo-yoga-510,"<div class=""inlinefaketitle"">
<p><strong>باتری لپ تاپ لنوو مدل  Lenovo Yoga 510 </strong>برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo Yoga 510</li>
<li>Lenovo IdeaPad 310</li>
<li>Lenovo IdeaPad <span class=""highlight"">510</span></li>
</ul>
<p>پارت نامبرهای مشابه :   L15L2PB1 , L15M2PB5 ,  L15M2PB1 , L15C2PB1</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Lenovo Yoga 510 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Lenovo Yoga 510 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>
</div>",0778-03-29 20:34:16,0000-00-00 00:00:00,1399-07-20 20:34:16,555,IMAGEPATHKH/3d4417dea4b5985d283b0a7dfa9861de.jpg,,,76,203,35Wh/4610mAh,7.6V,,چهار ماهه نارین,1340000
891,باتری لپ تاپ لنوو مدل Battery Original Lenovo Yoga 510,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-yoga-510,"<p><strong>باتری لپ تاپ لنوو مدل  Lenovo Yoga 510 </strong>برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo Yoga 510</li>
</ul>
<p>پارت نامبرهای مشابه :  L15C2PB1 , L15M2PB1 , L15L2PB1</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Lenovo Yoga 510 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Lenovo Yoga 510 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-08-04 20:34:16,0000-00-00 00:00:00,6/3/2021 8:24,539,IMAGEPATHKH/d0781aab6107ab09663a5b35f9583041.jpg,,,76,204,35Wh/4645mAh,7.6V,,چهار ماهه نارین,1390000
900,باتری لپ تاپ لنوو مدل Battery Original Lenovo IDEAPAD 520s,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-ideapad-520s,"<p><strong>باتری لپ تاپ لنوو مدل  IDEAPAD 520</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo IdeaPad 320S</li>
<li>Lenovo IdeaPad 520S</li>
</ul>
<p>پارت نامبرهای مشابه :  L14M2P21 , L14L2P21</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  <strong>  IDEAPAD 520 </strong> شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  <strong>  IDEAPAD 520   </strong>می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1400-03-07 20:34:16,0000-00-00 00:00:00,0778-12-16 20:34:16,1357,IMAGEPATHKH/96cba9244d7f9076720df00586971bd0.jpg,,,76,205,30Wh/4050mAh,7.4V,,چهار ماهه نارین,1450000
917,باتری لپ تاپ لنوو مدل Battery Original Lenovo Y490,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-y490,"<p><strong>باتری لپ تاپ لنوو مدل Y490</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo Y490</li>
<li>Lenovo <span class=""highlight"">Y490</span>P</li>
<li>Lenovo <span class=""highlight"">Y490</span>A</li>
<li>Lenovo Y410P</li>
<li>Lenovo Y410</li>
<li>Lenovo Y400N</li>
<li>Lenovo Y400</li>
<li>Lenovo Y500</li>
<li>Lenovo Y500N</li>
</ul>
<p> پارت نامبر مشابه : L11S6R01 , L11L6R02 ,  L12S6E01 , L12L6E01 , L12S6A01</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Y490 شامل<strong> 4 ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Y490 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",6/8/2021 19:30,0000-00-00 00:00:00,1399-08-04 20:34:16,332,IMAGEPATHKH/ac9ff722ccee9f796dea38c810f03e02.jpg,,,76,206,4400mAh,11.1V,,چهار ماهه نارین,1090000
931,باتری لپ تاپ لنوو مدل Battery Original Lenovo T470S,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-t470s,"<p><strong>باتری لپ تاپ لنوو مدل T470S </strong>برای لپ تاپ های سری:</p>
<ul>
<li>LENOVO ThinkPad T470s</li>
</ul>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  T470S شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  T470S می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",6/8/2021 19:30,0000-00-00 00:00:00,1399-08-04 20:34:16,271,IMAGEPATHKH/681a23d9bda3cc6608e358bb4db90e3a.jpg,,,76,207,2274mAh/27Wh,11.46V,,چهار ماهه نارین,1450000
936,باتری لپ تاپ لنوو مدل Battery Original Lenovo T490s,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-t490s,"<p><strong>باتری لپ تاپ لنوو مدل T490s</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo ThinkPad T490S</li>
</ul>
<p> پارت نامبر مشابه :L18M3PD1 , L18M3PD2 ,  L18L3PD1</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  T490s شامل<strong> 4 ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  T490s می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",6/8/2021 19:30,0000-00-00 00:00:00,6/9/2021 13:42,270,IMAGEPATHKH/d7115f2e533cc8bcf91823021f4ba6a2.jpg,,,76,208,57Wh/4922mAh,11.58V,,چهار ماهه نارین,940000
950,باتری لپ تاپ لنوو مدل Battery Original Lenovo T490,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-t490,"<p><strong>باتری لپ تاپ لنوو مدل T490</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo ThinkPad T490</li>
</ul>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  T490 شامل<strong> 4 ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  T490 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-02-08 20:34:16,0000-00-00 00:00:00,0778-02-08 20:34:16,134,IMAGEPATHKH/140b52a229a0199a0b5b0f77e425d131.jpg,,,76,209,51Wh/4372mAh,11.55V,,چهار ماهه نارین,1410000
953,باتری لپ تاپ لنوو مدل Battery Original Lenovo Flex14,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-flex14,"<p><strong>باتری لپ تاپ لنوو مدل FLEX 14</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo IDEAPAD FLEX 14</li>
<li>Lenovo IDEAPAD FLEX 14AP</li>
<li>Lenovo IDEAPAD <span class=""highlight"">FLEX</span> <span class=""highlight"">14</span>AT</li>
<li>Lenovo IDEAPAD FLEX 14D</li>
<li>Lenovo IDEAPAD FLEX 14M</li>
<li>Lenovo IDEAPAD FLEX 15</li>
<li>Lenovo IDEAPAD FLEX 15AP</li>
<li>Lenovo IDEAPAD FLEX 15AT</li>
<li>Lenovo IDEAPAD FLEX 15D</li>
<li>Lenovo IDEAPAD FLEX 15M</li>
<li>Lenovo IDEAPAD S500</li>
<li>Lenovo IDEAPAD S500 TOUCH</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  FLEX 14  شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  FLEX 14 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-04-28 20:34:16,0000-00-00 00:00:00,0778-04-28 20:34:16,345,IMAGEPATHKH/51fccc7d7519fea84c85898572d90843.jpg,,,76,210,2200/2600mAh,14.4V,,چهار ماهه نارین,1320000
988,باتری لپ تاپ لنوو مدل Battery Original Lenovo Ideapad 530,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-ideapad-530,"<p><strong>باتری لپ تاپ لنوو مدل Ideapad 530</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo Ideapad 530</li>
<li>Lenovo  Yoga 530</li>
<li>Lenovo IdeaPad 530S</li>
</ul>
<p>پارت نامبر مشابه :  L17C4PB0 ,  L17M4PB0</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  <strong>Ideapad 530</strong> شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  <strong>Ideapad 530</strong> می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-04-14 20:34:16,0000-00-00 00:00:00,0778-04-14 20:34:16,311,IMAGEPATHKH/f56335a10d7a21c1fd477cd23e9edb72.jpg,,,76,211,45Wh/5930mAh,7.68V,,چهار ماهه نارین,1390000
994,باتری لپ تاپ لنوو مدل Battery Original Lenovo Ideapad S530,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-ideapad-s530,"<p><strong>باتری لپ تاپ لنوو مدل Ideapad S530</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo Ideapad S530</li>
<li>Lenovo IdeaPad <span class=""highlight"">S530</span>-13</li>
<li>Lenovo IdeaPad <span class=""highlight"">S530</span>-13IWL</li>
<li>Lenovo Xiaoxin Air 13</li>
<li>Lenovo Xiaoxin Air 13IWL</li>
</ul>
<p>پارت نامبر مشابه :  L17C4PF0 ,  L17M4PF0</p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  <strong>Ideapad S530</strong> شامل <strong>4</strong> <strong>ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  <strong>Ideapad S530</strong> می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-04-23 20:34:16,0000-00-00 00:00:00,0778-04-23 20:34:16,162,IMAGEPATHKH/b2817edf79750dc373157d782cce30ec.jpg,,,76,212,45Wh/2964mAh,15.36V,,چهار ماهه نارین,1380000
995,باتری لپ تاپ لنوو مدل Battery Original Lenovo Flex10,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-flex10,"<p><strong>باتری لپ تاپ لنوو مدل Flex 10</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo IdeaPad Flex 10</li>
</ul>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  Flex 10 شامل 4<strong> ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  Flex 10 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",0778-04-24 20:34:16,0000-00-00 00:00:00,0778-04-24 20:34:16,181,IMAGEPATHKH/38bf6e198d6986054cbf57dc3edbd491.jpg,,,76,213,2200mAh,11.1V,,چهار ماهه نارین,1280000
1008,باتری لپ تاپ لنوو مدل Battery Original Lenovo T530,باتری-لپ-تاپ-لنوو-مدل-battery-original-lenovo-t530,"<p><strong>باتری لپ تاپ لنوو مدل T530</strong> برای لپ تاپ های سری:</p>
<ul>
<li>Lenovo ThinkPad L430 </li>
<li>Lenovo ThinkPad L530</li>
<li>Lenovo ThinkPad T430</li>
<li>Lenovo ThinkPad T530</li>
</ul>
<p> </p>
<p>این باتری ها به صورت کاملا <strong>اورجینال</strong> عرضه می شود .</p>
<p><strong>باتری اورجینال لپ تاپ</strong> لنوو مدل  T530 شامل<strong> 4 ماه گارانتی</strong> می باشد.</p>
<p>برای خرید باتری لپ تاپ لنوو مدل  T530 می توانید با کارشناس های ما از طریق شماره ی 02166463720 در تماس باشید .</p>",1399-08-16 20:34:16,0000-00-00 00:00:00,1399-08-16 20:34:16,281,IMAGEPATHKH/4556f9757414c95d6b9db044b0c9421c.jpg,,,76,,57Wh,10.8V,,چهار ماهه نارین,1170000
